"title","share_title","share_description","content"
"重新认识自己 | 觉醒在此刻十","重新认识自己 | 觉醒在此刻十","我们一起用一年的时间去探索语言、想法、觉察、爱、恐惧、时间、生死等等。","觉醒在此刻第十讲，每个人对自己都有各种各样的标签、画面、评判，我们一起探索它们所带来的各种影响。"
"轻人声引导冥想——Timer","轻人声引导冥想","专为冥想进阶打造。通过减少人声引导，增加自主练习时间加深我们的练习体验。","通过增加整个冥想时长以及减少冥想过程中的人声引导，增加自主练习时间，加深我们的练习体验。"
"开放地聆听声音","","",""
"正念探询","正念探询","",""
"专注","专注","",""
"正向面对批评","","",""
"站姿扭转","站姿扭转","通过这个扭转运动，可以让你久坐的身体得到拉伸、放松和舒展。","通过这个扭转运动，可以让你久坐的身体得到拉伸、放松和舒展。"
"头部太极","头部太极","通过头颈部的画圈圈运动，可以很好地舒缓和按摩颈椎，放松肩颈。","通过头颈部的画圈圈运动，可以很好地舒缓和按摩颈椎，放松肩颈。"
"推头转向","推头转向","慢速助力推头运动，缓解颈椎疲劳，尤其是有颈椎疾病的人群。","慢速助力推头运动，缓解颈椎疲劳，尤其是有颈椎疾病的人群。"
"抱头开臂","抱头开臂","通过抱头开臂运动，锻炼和放松头颈部、肩臂肌肉，缓解身体疲劳。","通过抱头开臂运动，锻炼和放松头颈部、肩臂肌肉，缓解身体疲劳。"
"张开双臂头转动","张开双臂头转动","用力向后打开手臂的同时转动头部，可以同时锻炼肩背部、放松按摩颈椎。","用力向后打开手臂的同时转动头部，可以同时锻炼肩背部、放松按摩颈椎。"
"张开双臂头倾斜","张开双臂头倾斜","通过双手身后拉伸、耳朵贴近肩膀，达到锻炼、按摩背部和有效拉伸肩颈的效果。","通过双手身后拉伸、耳朵贴近肩膀，达到锻炼、按摩背部和有效拉伸肩颈的效果。"
"肘关节转弯","肘关节转弯","肘关节抬高水平移动，可以锻炼、放松你的手臂和肩膀。","肘关节抬高水平移动，可以锻炼、放松你的手臂和肩膀。"
"手臂-L运动","手臂-L运动","抬高手臂上下运动，可以有效锻炼和增强你的手臂和肩膀的力量，同时达到放松紧绷感的效果。","抬高手臂上下运动，可以有效锻炼和增强你的手臂和肩膀的力量，同时达到放松紧绷感的效果。"
"背部按摩","背部按摩","手臂前后弯曲运动，可以锻炼和放松你的肩颈、手臂、和背部，放松身体。","手臂前后弯曲运动，可以锻炼和放松你的肩颈、手臂、和背部，放松身体。"
"5日情绪疏导课（第四十二期）","5日情绪疏导课（第四十二期）","带你深度觉察、接纳情绪，摆脱负面情绪困扰","如果你是
-想拥有融洽职场关系的人
-想改善家庭氛围的人
-想要提升个人生活状态的人

通过5日情绪疏导课，你会得到更好的情绪感知能力、更好的情绪觉察能力、更好的情绪调节能力。如果你是
-想拥有融洽职场关系的人
-想改善家庭氛围的人
-想要提升个人生活状态的人

通过5日情绪疏导课，你会得到更好的情绪感知能力、更好的情绪觉察能力、更好的情绪调节能力。"
"4天冥想入门课（第三十三期）","4天冥想入门课（第三十三期）","Now冥想专业冥想老师全程带领，高效入门冥想","如果你是 

- 0基础小白 听过冥想却不知道从哪儿开始 
- 尝试过冥想 却无法坚持 
- 希望通过简单的方法 放松减压 缓解焦虑 
- 长期失眠睡不好，想要安睡整夜 

那就来听4天冥想入门课吧。通过这4天的练习，你会了解什么是冥想，如何冥想，如何应对冥想中的常见问题，如何快速静下心来，快速回到当下。"
"5日情绪疏导课（第四十三期）","5日情绪疏导课（第四十三期）","带你深度觉察、接纳情绪，摆脱负面情绪困扰","如果你是
-想拥有融洽职场关系的人
-想改善家庭氛围的人
-想要提升个人生活状态的人

通过5日情绪疏导课，你会得到更好的情绪感知能力、更好的情绪觉察能力、更好的情绪调节能力。如果你是
-想拥有融洽职场关系的人
-想改善家庭氛围的人
-想要提升个人生活状态的人

通过5日情绪疏导课，你会得到更好的情绪感知能力、更好的情绪觉察能力、更好的情绪调节能力。"
"5日情绪疏导课（第四十四期）","5日情绪疏导课（第四十四期）","带你深度觉察、接纳情绪，摆脱负面情绪困扰","如果你是
-想拥有融洽职场关系的人
-想改善家庭氛围的人
-想要提升个人生活状态的人

通过5日情绪疏导课，你会得到更好的情绪感知能力、更好的情绪觉察能力、更好的情绪调节能力。如果你是
-想拥有融洽职场关系的人
-想改善家庭氛围的人
-想要提升个人生活状态的人

通过5日情绪疏导课，你会得到更好的情绪感知能力、更好的情绪觉察能力、更好的情绪调节能力。"
"主动冥想","","",""
"闪耀自我风采","闪耀自我风采","",""
"正念应对自我欲望","正念应对自我欲望","",""
"跟随好奇心的引领","跟随好奇心的引领","",""
"10天改善失眠","10天改善失眠","本系列课程将通过科学有效的策略帮助你识别、管理和克服失眠以及其他与睡眠相关的问题，让你睡得好，生活得更好。","本系列课程将通过科学有效的策略帮助你识别、管理和克服失眠以及其他与睡眠相关的问题，让你睡得好，生活得更好。"
"练习：放松训练","练习：放松训练","让自己保持最放松的状态，这样最有助于让你进入甜美的梦乡。","10天睡眠计划-day4练习"
"渐进式肌肉放松练习","渐进式肌肉放松练习","研究表明，除了能够降低压力和缓解焦虑，渐进式肌肉放松法在缓解慢性疼痛和改善睡眠方面也有很好的效果。","研究表明，除了能够降低压力和缓解焦虑，渐进式肌肉放松法在缓解慢性疼痛和改善睡眠方面也有很好的效果。"
"课程简介","课程简介","本系列课程将通过科学有效的策略帮助你识别、管理和克服失眠以及其他与睡眠相关的问题，让你睡得好，生活得更好。","本系列课程将通过科学有效的策略帮助你识别、管理和克服失眠以及其他与睡眠相关的问题，让你睡得好，生活得更好。"
"关于睡眠的那些真相","关于睡眠的那些真相","本系列课程将通过科学有效的策略帮助你识别、管理和克服失眠以及其他与睡眠相关的问题，让你睡得好，生活得更好。","本系列课程将通过科学有效的策略帮助你识别、管理和克服失眠以及其他与睡眠相关的问题，让你睡得好，生活得更好。"
"我有失眠症吗？","我有失眠症吗？","本系列课程将通过科学有效的策略帮助你识别、管理和克服失眠以及其他与睡眠相关的问题，让你睡得好，生活得更好。","本系列课程将通过科学有效的策略帮助你识别、管理和克服失眠以及其他与睡眠相关的问题，让你睡得好，生活得更好。"
"创造有利于睡眠的环境和白天的习惯","创造有利于睡眠的环境和白天的习惯","本系列课程将通过科学有效的策略帮助你识别、管理和克服失眠以及其他与睡眠相关的问题，让你睡得好，生活得更好。","本系列课程将通过科学有效的策略帮助你识别、管理和克服失眠以及其他与睡眠相关的问题，让你睡得好，生活得更好。"
"睡个好觉的正确习惯","睡个好觉的正确习惯","本系列课程将通过科学有效的策略帮助你识别、管理和克服失眠以及其他与睡眠相关的问题，让你睡得好，生活得更好。","本系列课程将通过科学有效的策略帮助你识别、管理和克服失眠以及其他与睡眠相关的问题，让你睡得好，生活得更好。"
"管理忧虑和阻碍睡眠的想法","管理忧虑和阻碍睡眠的想法","本系列课程将通过科学有效的策略帮助你识别、管理和克服失眠以及其他与睡眠相关的问题，让你睡得好，生活得更好。","本系列课程将通过科学有效的策略帮助你识别、管理和克服失眠以及其他与睡眠相关的问题，让你睡得好，生活得更好。"
"当失眠不是唯一问题时","当失眠不是唯一问题时","本系列课程将通过科学有效的策略帮助你识别、管理和克服失眠以及其他与睡眠相关的问题，让你睡得好，生活得更好。","本系列课程将通过科学有效的策略帮助你识别、管理和克服失眠以及其他与睡眠相关的问题，让你睡得好，生活得更好。"
"睡前放松术","睡前放松术","本系列课程将通过科学有效的策略帮助你识别、管理和克服失眠以及其他与睡眠相关的问题，让你睡得好，生活得更好。","本系列课程将通过科学有效的策略帮助你识别、管理和克服失眠以及其他与睡眠相关的问题，让你睡得好，生活得更好。"
"自然睡眠疗法","自然睡眠疗法","本系列课程将通过科学有效的策略帮助你识别、管理和克服失眠以及其他与睡眠相关的问题，让你睡得好，生活得更好。","本系列课程将通过科学有效的策略帮助你识别、管理和克服失眠以及其他与睡眠相关的问题，让你睡得好，生活得更好。"
"什么都没效果，怎么办","什么都没效果，怎么办","本系列课程将通过科学有效的策略帮助你识别、管理和克服失眠以及其他与睡眠相关的问题，让你睡得好，生活得更好。","本系列课程将通过科学有效的策略帮助你识别、管理和克服失眠以及其他与睡眠相关的问题，让你睡得好，生活得更好。"
